Letter,Street
J,Calle de José Jordán
J,Calle de José Lázaro Galdiano
J,Calle de José Lombana Iglesias
J,Plaza de José Luis Bermúdez de Sologurén
J,Calle de José Luis Coll
J,Plaza de José Luis Hoys
J,Glorieta de José Luis Ozores
J,Calle José Luis Pécker
J,Parque de José Luis Sampedro
J,Plaza de José Luis Saura
J,Calle de José Macías
J,Calle de José Marañón
J,Calle de José María Aguirre Gonzalo
J,Calle de José María Cavero
J,Calle de José María de Castro
J,Calle de José María del Boto
J,Calle de José María Fernández Lanseros
J,Calle de José María Galván
J,Calle José María Lozano Sainz
J,Calle de José María Morelos
J,Calle de José María Pemán
J,Calle de José María Pereda
J,Calle de José María Rodero
J,Calle de José María Roquero
J,Calle de José María Sánchez Silva
J,Plaza de José María Soler
J,Calle de José Martínez de Velasco
J,Calle de José Masso
J,Calle de José Maurelo
J,Calle de José Miguel Gordoa
J,Calle de José Miguel Guridi
J,Calle de José Montalvo
J,Plaza de José Moñino Conde de Floridablanca
J,Plaza de José Moreno Villa
J,Calle de José Noriega
J,Travesia de José Noriega
J,Calle de José Ortega y Gasset
J,Calle de José Ortuño Ponce
J,Calle de José Paulete
J,Calle de José Pérez
J,Pasaje de José Pérez Pla
J,Calle de José Picón
J,Bulevar de José Prat
J,Paseo de José Quer
J,Calle de José Ramón Vizcaíno
J,Calle de José Rizal
J,Calle de José Rodríguez Pinilla
J,Calle de José Romero
J,Calle de José Sánchez Pescador
J,Pasaje de José Sánchez Pescador
J,Calle de José Serrano
J,Calle de José Silva
J,Calle de José Tamayo
J,Calle de José Urioste y Velada
J,Calle de José Vasconcelos
J,Calle de José Villena
J,Calle de Josefa Alonso
J,Calle de Josefa Díaz
J,Calle de Josefa Fernández Buterga
J,Calle de Josefa Herradón
J,Calle de Josefa Honrado
J,Calle de Josefa Valcárcel
J,Calle de Josefina Aldecoa
J,Calle de Josefina Carabias
J,Calle de Josefina García
J,Calle de Josefina Veredas
J,Calle de Joselito
J,Plaza de Josemaría Escrivá de Balaguer
J,Calle de Josep Pla
J,Calle de Josué Lillo
J,Calle de Jovellanos
J,Calle de la Joyería
J,Calle de Juan Agüi
J,Calle de Juan Alonso
J,Calle de Juan Álvarez Mendizábal
J,Avenida de Juan Andrés
J,Calle de Juan Antón
J,Calle de Juan Antonio Bardem
J,Calle de Juan Antonio Maroto
J,Avenida de Juan Antonio Samaranch
J,Plaza de Juan Antonio Suances
J,Paseo de Juan Antonio Vallejo-Nájera Botas
J,Calle de Juan Bautista de Toledo
J,Calle de Juan Bautista Sacchetti
J,Calle de Juan Belmonte
J,Plaza de Juan Benet
J,Calle de Juan Boscán
J,Calle de Juan Bravo
J,"Jardin de Juan Carlos Argüello ""Muelle"""
J,"Jardines de Juan Carlos Argüello ""Muelle"""
J,Parque Juan Carlos I
J,Plaza de Juan Carlos Onetti
J,Calle de Juan Carreño de Miranda
J,Calle de Juan Clemente Núñez
J,Calle de Juan Daniel Fullaondo
J,Calle de Juan de Arespacochaga y Felipe
J,Calle de Juan de Arolas
J,Calle de Juan de Austria
J,Calle de Juan de Dios
J,Glorieta de Juan de Haro
J,Avenida de Juan de Herrera
J,Calle de Juan de Herrera
J,Calle de Juan de Iziar
J,Calle de Juan de Jaúregui
J,Calle de Juan de Juanes
J,Calle de Juan de la Cierva
J,Plaza de Juan de la Cosa
J,Calle de Juan de la Cueva
J,Calle de Juan de la Encina
J,Calle de Juan de la Fuente
J,Calle de Juan de la Hoz
J,Calle de Juan de los Ríos
J,Plaza de Juan de Malasaña
J,Calle de Juan de Mariana
J,Callejon de Juan de Mata Gómez
J,Calle de Juan de Mena
J,Paseo de Juan de Minuart
J,Calle de Juan de Olías
J,Calle de Juan de Urbieta
J,Calle de Juan de Vera
J,Calle de Juan del Risco
J,Calle de Juan del Rosal
J,Calle de Juan Duque
J,Calle de Juan Español
J,Calle de Juan Esplandiu
J,Calle de Juan Francisco
J,Calle de Juan Francisco Pascual
J,Travesia de Juan Francisco
J,Calle de Juan García Hortelano
J,Calle de Juan Hurtado de Mendoza
J,Calle de Juan Ignacio Luca de Tena
J,Calle de Juan José Bautista
J,Calle de Juan José Gureña
J,Calle de Juan José Martínez Seco
J,Calle de Juan Limón
J,Calle de Juan Lozano
J,Calle de Juan Martín el Empecinado
J,Calle de Juan Martínez Arroyo
J,Calle de Juan Mazo
J,Calle de Juan Mieg
J,Calle de Juan Montalvo
J,Calle de Juan Navarro
J,Plaza de Juan Pablo Forner
J,Calle de Juan Pantoja
J,Calle de Juan Pascual
J,Calle de Juan Pascual de Mena
J,Calle de Juan Peña
J,Calle de Juan Peñalver
J,Travesia de Juan Peñalver
J,Calle de Juan Pérez Almeida
J,Calle de Juan Pérez Zúñiga
J,Calle de Juan Portas
J,Calle de Juan Pradillo
J,Calle de Juan Ramón Jiménez
J,Calle de Juan Rizi
J,Plaza de Juan Rof Carballo
J,Calle de Juan Ron
J,Calle de Juan Salas
J,Calle de Juan Sánchez
J,Calle de Juan Sánchez Ron
J,Calle de Juan Tornero
J,Calle de Juan Valera
J,Paseo de Juan XXIII
J,Calle de Juan Zapata
J,Calle de Juan Zofío
J,Plaza de Juan Zorrilla
J,Calle de Juana Doña
J,Calle de Juana Elorza
J,Calle de Juana Fuentes
J,Calle de Juana Urosa
J,Calle de Juanelo
J,Calle de los Juanes
J,Calle de Juanita
J,Calle de Juanita Cruz
J,Plaza del Jubilado
J,Calle de Juego de Bolos
J,Calle de los Juglares
J,Calle de la Juguetería
J,Calle de Julia Balenchana
J,Calle de Julia García Boután
J,Calle de Julia Mediavilla
J,Calle de Julia Moreno
J,Calle de Julia Nebot
J,Calle de Julia Sola
J,Calle de Julián Besteiro
J,Calle de Julián Camarillo
J,Calle de Julián del Cerro
J,Calle de Julián Gayarre
J,Calle de Julián González
J,Calle de Julián González Segador
J,Calle de Julián Hernández
J,Plaza de Julián Marías
J,Glorieta de Julián Otamendi
J,Calle de Julián Rabanedo
J,Calle de Julián Romea
J,Calle de Julián Zugazagoitia
J,Calle de Juliana Sancho
J,Calle Juliet
J,Calle de Julio Aguirre
J,Calle de Julio Antonio
J,Calle de Julio
J,Calle de Julio Calvo
J,Calle de Julio Camba
J,Calle de Julio Cano Lasso
J,Calle de Julio Caro Baroja
J,Calle de Julio Casares
J,Calle de Julio Chellini
J,Plaza de Julio Cortázar
J,Calle de Julio Dánvila
J,Calle de Julio Domingo
J,Plaza de Julio Lois
J,Calle de Julio López
J,Calle de Julio Merino
J,Calle de Julio Montero
J,Travesia de Julio Montero
J,Calle de Julio Nombela
J,Calle de Julio Palacios
J,Calle de Julio Rey Pastor
J,Paseo de Julio Romero de Torres
J,Calle del Junco
J,Calle de Junio
J,Calle de la Junquera
J,Calle de Júpiter
J,Calle de Justa García
J,Plaza de la Justicia
J,Calle de Justina de la Fuente
J,Calle de Justiniano
J,Calle de Justo Martínez
J,Plaza de la Juventud
K,Calle de Kant
K,Calle de Kelsen
K,Calle de la Kentia
K,Calle de Keynes
K,Calle Kilo
K,Calle del Kripton
L,Calle de La Acebeda
L,Calle de La Adrada
L,Calle de La Alegría de la Huerta
L,Plaza de La Almunia
L,Calle de La Bañeza
L,Calle de La Cabaña
L,Calle de La Cabrera
L,Calle de La Calesera
L,Calle de La Canción del Olvido
L,Calle de La Caoba
L,Plaza de La Carolina
L,Calle de La Ceiba
L,Calle de La Cenicienta
L,Camino de La China a Vallecas
L,Calle de La Chulapona
L,Plaza de La Corrala
L,Calle de La Corte de Faraón
L,Calle de La Coruña
L,Calle de La del Manojo de Rosas
L,Calle de La del Soto del Parral
L,Calle de La Diligencia
L,Calle de La Dolorosa
L,Parque de La Elipa
L,Calle de La Escala
L,Calle de La Escuela de Vallecas
L,Calle de La Española
L,Calle de La Estrada
L,Calle de La Fuente
L,Avenida de La Gavia
L,Calle de La Granja de San Ildefonso
L,Glorieta de La Granjuela
L,Calle de La Hiruela
L,Calle de La Huerta de los Rueda
L,Calle de La Latina
L,Parque de La Maceta
L,Calle de La Maso
L,Camino de La Muñoza
L,Carretera de La Muñoza
L,Calle de La Patilla
L,Calle de La Pícara Molinera
L,Calle de La Poveda
L,Pasaje de La Poveda
L,Calle de La Provenza
L,Calle de La Pueblanueva
L,Calle de La Rábida
L,Calle de La Reina de África
L,Plaza de La Remonta
L,Pasaje de La Remonta
L,Calle de La Revoltosa
L,Calle de La Rioja
L,Travesia de La Rioja
L,Calle de La Riviera
L,Calle de La Robla
L,Avenida de La Roda
L,Calle de La Rosa del Azafrán
L,Calle de La Salle
L,Calle de La Serna del Monte
L,Calle de La Tabernera del Puerto
L,Calle de La Tenería
L,Avenida de La Verbena de la Paloma
L,Calle de La Violetera
L,Calle de La Zubia
L,Calle de Labajos
L,Calle de Labastida
L,Avenida Laboral
L,Calle del Laboratorio
L,Carretera del Laboratorio de O.P.
L,Calle del Labrador
L,Calle de los Labradores
L,Camino de los Labradores
L,Calle de Lacoma
L,Calle de la Ladera
L,Calle de Ladera de los Almendros
L,Camino de las Ladroneras
L,Calle de la Lagartera
L,Calle de Lagartijo
L,Calle de Lagasca
L,Calle del Lago Balatón
L,Calle del Lago Calafate
L,Calle del Lago Como
L,Calle del Lago Constanza
L,Calle del Lago Enara
L,Calle del Lago Erie
L,Calle del Lago Iseo
L,Calle del Lago Lemán
L,Calle del Lago Maracaibo
L,Calle del Lago Mirim
L,Calle del Lago Nicaragua
L,Ronda del Lago
L,Calle del Lago Salado
L,Calle del Lago San Martín
L,Calle del Lago Sanabria
L,Calle del Lago Titicaca
L,Calle del Lago Van
L,Calle de Laguardia
L,Calle de la Laguna
L,Calle de la Laguna Dalga
L,Calle de la Laguna de Cameros
L,Calle de la Laguna de los Pájaros
L,Calle de la Laguna de Santiago
L,Calle de la Laguna del Marquesado
L,Calle de Laguna Grande
L,Calle de la Laguna Negra
L,Calle de la Laguna Rodrigo
L,Calle de las Lagunas de Neila
L,Calle de Laín Calvo
L,Glorieta de Lalín
L,Calle de Lamiaco
L,Paseo de los Lanceros
L,Calle de Lanjarón
L,Calle de Lanuza
L,Calle de la Lanzada
L,Calle de Lanzahita
L,Calle de Laponia
L,Calle del Larango
L,Calle de Lardero
L,Calle de Laredo
L,Calle de Larra
L,Calle de Las Caleras
L,Calle de Las Camas
L,Calle de Las Cigarreras
L,Calle de Las Marismas
L,Calle de Las Matas
L,Calle de Las Navas de Buitrago
L,Calle de Las Santeras
L,Avenida de Las Suertes
L,Calle de Las Torcas
L,Calle de Las Ventas
L,Calle de Lasarte
L,Calle de Latoneros
L,Calle del Laúd
L,Calle de Laureano Leonor
L,Calle del Laurel
L,Calle de Laurín
L,Camino del Lavadero
L,Calle del Lavadero Viejo
L,Calle de la Lavanda
L,Calle de las Lavanderas
L,Calle de Lavapiés
L,Plaza de Lavapiés
L,Calle de Laviana
L,Calle de Lavoisier
L,Calle de Lazaga
L,Calle de Lazcano
L,Calle del Lazo
L,Plaza de la Lealtad
L,Calle de Leandro Silva
L,Calle de los Lebreles
L,Calle del Lebrillo
L,Calle de la Lechuga
L,Calle de Lecumberri
L,Calle de Ledesma
L,Calle de Leganés
L,Camino de Leganés
L,Travesia de Leganés
L,Calle de Leganitos
L,Avenida de Legazpí Mercamadrid
L,Plaza de Legazpi
L,Calle del Legionario Poeta Queixa
L,Calle de Leibniz
L,Calle de Leira
L,Plaza de Leire
L,Calle de Leiría
L,Calle de Leitariegos
L,Calle de Leiza
L,Calle del Leizarán
L,Calle de Lele del Pozo
L,Calle de los Lenceros
L,Calle de las Lenguas
L,Camino de la Leña
L,Calle de Leñeros
L,Camino de los Leñeros
L,Calle de Leo
L,Calle de León Bonnat
L,Calle del León
L,Calle de León Felipe
L,Calle de León Gil de Palacio
L,Calle de León Pinelo
L,Calle de León V de Armenia
L,Calle de Leonardo Prieto Castro
L,Calle de Leoncio Bautista
L,Calle de los Leoneses
L,Calle de Leonor de Austria
L,Calle de Leonor de la Vega
L,Calle de Leonor Góngora
L,Calle de Leonor González
L,Calle de Leonor López Córdoba
L,Calle de Leopoldo Alas Clarín
L,Calle de Leopoldo Calvo Sotelo
L,Calle de Leovigildo
L,Calle de Lepanto
L,Calle de Lequeítio
L,Calle del Lerez
L,Calle de Lérida
L,Calle de Lesaca
L,Plaza de las Letras
L,Calle de las Letrillas
L,Avenida del Levante
L,Calle del Levante
L,Calle de Lezama
L,Calle de Lezo
L,Calle de la Liberación
L,Calle de la Libertad
L,Calle de Libra
L,Calle de los Libreros
L,Calle del Licenciado Vidriera
L,Calle del Liceo
L,Plaza del Liceo
L,Calle del Lido
L,Calle de la Liebre
L,Calle del Lignito
L,Calle de Ligonde
L,Calle de Lígula
L,Calle de las Lilas
L,Calle de Lilí Álvarez
L,Calle de Lillo
L,Plaza de Lima
L,Calle del Limón
L,Calle del Limonero
L,Calle de la Limonita
L,Calle de Linares
L,Pasaje del Lince
L,Parque Lineal de Palomeras
L,Calle de Linneo
L,Calle del Lino
L,Calle de Lira
L,Calle de los Lirios
L,Calle de Lisboa
L,Calle de Litago
L,Calle del Litio
L,Calle de Litos
L,Calle de Lituania
L,Calle de Liverpool
L,Calle de Llanes
L,Avenida del Llano Castellano
L,Calle de Llanos de Escudero
L,Calle de Llansa
L,Calle de Llodio
L,Calle de Lodosa
L,Calle de Loeches
L,Avenida de Logroño
L,Calle de Logrosán
L,Calle de Loja
L,Calle de Lola Flores
L,Calle de Lola Membrives
L,Calle de la Loma
L,Calle de la Loma de los Bailanderos
L,Calle de las Lomas de Horcajo
L,Calle de Lombía
L,Calle de Londres
L,Calle de Longares
L,Travesia de Longares
L,Calle de la Lonja de la Seda
L,Calle de Lope de Haro
L,Calle de Lope de Rueda
L,Calle de Lope de Vega
L,Calle de López de Aranda
L,Travesia de López de Aranda
L,Calle de López de Hoyos
L,Glorieta de López de Hoyos
L,Plaza de López de la Plata
L,Calle de López Grass
L,Calle de López Mezquía
L,Calle de López Puigcerver
L,Calle de López Recuero
L,Calle de López Silva
L,Calle de Lorca
L,Calle de Lorenza Correa
L,Calle de Lorenzana
L,Calle de Lorenzo González
L,Calle de Lorenzo San Nicolás
L,Calle de Lorenzo Solano Tendero
L,Calle de Loreto y Chicote
L,Calle de Loriga
L,Pasaje de Loriga
L,Calle de Los Alpes
L,Calle de Los Arfe
L,Calle de Los Arrayanes
L,Calle de Los Brezos
L,Glorieta de Los Cármenes
L,Calle de Los Cavilas
L,Calle de Los Llanos
L,Calle de Los Madrazo
L,Calle de Los Mesejo
L,Calle de Los Mineros
L,Calle de Los Molinos
L,Calle de Los Navalmorales
L,Calle de Los Nogales
L,Travesia de Los Nueve
L,Calle de Los Peñascales
L,Avenida de Los Rosales
L,Calle de Los Santos Inocentes
L,Calle de Los Silos
L,Calle de Los Yébenes
L,Calle del Loto
L,Calle de Lourdes
L,Calle del Loyola
L,Calle de Loza
L,Calle de Lozano
L,Glorieta de Lozares
L,Calle de Lozoya
L,Calle de Lozoyuela
L,Calle de Lubián
L,Plaza de Luca de Tena
L,Calle de Lucano
L,Calle de Lucas Mallada
L,Plaza de Lucena
L,Calle del Lucero
L,Pasaje del Lucero
L,Calle de Luces de Bohemia
L,Calle de Luchana
L,Calle de Luciente
L,Calle de Lucio del Valle
L,Glorieta de Lucrecia Pérez Matos
L,Calle de Lugo
L,Calle de Luis Adaro
L,Avenida de Luis Aragonés
L,Glorieta de Luis Blanco Soler
L,Calle de Luis Buitrago
L,Calle de Luis Buñuel
L,Calle de Luis Cabrera
L,Calle de Luis Calvo
L,Calle de Luis Camoens
L,Calle de Luis Carandell
L,Calle de Luis Carlos Vázquez
L,Calle de Luis Cernuda
L,Calle de Luis Chamizo
L,Calle de Luis Claudio
L,Calle de Luis de Góngora
L,Calle de Luis de Hoyos Sáinz
L,Calle de Luis de la Fuente
L,Calle de Luis de la Mata
L,Calle de Luis de la Torre
L,Calle del Luis de Oro
L,Calle de Luis de Salazar
L,Jardines de Luis de Trelles
L,Jardin de Luis de Trelles
L,Calle de Luis de Zulueta
L,Calle de Luis del Campo
L,Calle de Luis Díaz Cobeña
L,Calle de Luis Domingo
L,Calle de Luis Esteban
L,Calle de Luis Feito
L,Glorieta de Luis García Berlanga
L,Calle de Luis Gómez
L,Calle de Luis Gutiérrez Soto
L,Calle de Luis I
L,Calle de Luis Jiménez de Asúa
L,Calle de Luis Larrainza
L,Calle de Luis López
L,Calle de Luis Marín
L,Calle de Luis Martínez Feduchi
L,Calle de Luis Misson
L,Calle de Luis Mitjans
L,Calle de Luis Moya Blanco
L,Calle de Luis Muriel
L,Calle de Luis Ocaña
L,Calle de Luis Pando
L,Calle de Luis Paret
L,Calle de Luis Peidro
L,Calle de Luis Pernas
L,Calle de Luis Piernas
L,Calle de Luis Portones
L,Glorieta de Luis Rosales
L,Calle de Luis Ruiz
L,Calle de Luis Sánchez Polack Tip
L,Calle de Luis Sánchez Zorrilla
L,Calle de Luis Usera
L,Calle de Luis Vélez de Guevara
L,Calle de Luis Villa
L,Glorieta Luis Villalvilla
L,Calle de Luis Vives
L,Calle de Luisa Andrés
L,Calle de Luisa de Carvajal
L,Calle de Luisa Fernanda
L,Calle de Luisa Muñoz
L,Calle de Luisa Muriel
L,Calle de Lumbrales
L,Calle de Lumbreras
L,Calle de la Luna
L,Calle de Luruaco
L,Calle de Luscinda
L,Calle de Luva
L,Glorieta de Luxemburgo
L,Calle de Luz Casanova
L,Callejon de la Luz
L,Calle de Luzmela
L,Calle de Lyon
M,Calle de la Macarena
M,Calle de Macario Barja
M,Travesia de Macario Barja
M,Calle de Machaquito
M,Avenida de Machupichu
M,Calle de Macuaje
M,Calle de Madarcos
M,Calle de la Madera
M,Calle de Maderuelo
M,Calle de la Madre Antonia París
M,Calle de la Madre Cándida María de Jesús
M,Calle de la Madre Carmen del Niño Jesús
M,Calle de la Madre Celeste
M,Calle de la Madre de Dios
M,Plaza de la Madre Isabel Larrañaga
M,Plaza de la Madre María Ana Mogas
M,Plaza de la Madre Molas
M,Calle de la Madre Nazaria
M,Calle del Madre Rosa Blanco
M,Calle de la Madre Teresa de Calcuta
M,Calle de las Madres de la Plaza de Mayo
M,Calle de la Madreselva
M,Carretera de Madrid a la Sierra
M,Carretera de Madrid a Rivas Jarama
M,Calle de Madrid
M,Avenida de Madrid Mercamadrid
M,Calle de Madridejos
M,Calle del Madrigal
M,Calle de Madrigal de la Vera
M,Avenida de los Madroños
M,Calle de la Maella
M,Calle de Maese Nicolás
M,Calle de Maestra Dolores Marco
M,Calle de Maestra Felisa Lozano
M,Calle de la Maestra Justa Freire
M,Paseo de la Maestra María Sánchez Arbós
M,Calle del Maestro Alonso
M,Calle del Maestro Ángel Llorca
M,Calle del Maestro Arbos
M,Calle del Maestro Chapí
M,Calle del Maestro García Navarro
M,Calle del Maestro Guerrero
M,Calle del Maestro Guridi
M,Calle del Maestro Lassalle
M,Calle del Maestro Navas
M,Calle del Maestro Ripoll
M,Calle del Maestro Sorozábal
M,Calle del Maestro Tellería
M,Calle del Maestro Victoria
M,Calle del Maestro Villa
M,Plaza del Maestro Villa
M,Calle del Maestro Vives
M,Pasaje de Maestros Ladrilleros
M,Calle de Magacela
M,Calle de Magallanes
M,Callejon Magallanes
M,Calle de Magallón
M,Plaza de Magallón
M,Calle de Magangue
M,Calle de la Magdalena
M,Camino de la Magdalena
M,Calle de Magdalena Díaz
M,Calle de Magdalena Díez
M,Calle de Magín Calvo
M,Calle de la Magnesia
M,Calle de las Magnolias
M,Calle de Mahonia
M,Calle de Maicara
M,Calle de Maiquez
M,Calle del Maíz
M,Calle del Majuelo
M,Calle de Málaga
M,Glorieta de Málaga
M,Calle de Malagón
M,Calle del Malagosto
M,Calle de la Malaquita
M,Calle de Malcampo
M,Calle de las Maldonadas
M,Calle de Maldonado
M,Camino del Malecón
M,Calle de Malgrat de Mar
M,Plaza de la Maliciosa
M,Calle de Mallorca
M,Calle de Malmoe
M,Calle de Malpica de Tajo
M,Calle de la Malvaloca
M,Calle de Mamerto López
M,Calle de Mamolar
M,Calle de la Mampostería
M,Calle del Manantial
M,Calle de los Manantiales
M,Calle del Manati
M,Calle de los Mancebos
M,Calle de la Mancha
M,Calle de las Manchegos
M,Calle de Manchester
M,Calle del Manco de Lepanto
M,Calle de la Mandarina
M,Calle del Manganeso
M,Pasaje de Mangirón
M,Calle de Manipa
M,Calle de Manises
M,Calle de Manizales
M,Calle de Manola y Rosario
M,Plaza de Manolete
M,Avenida de Manoteras
M,Calle de Manresa
M,Calle de Mansilla
M,Calle de Mantuano
M,Calle de Manuel Aguilar Muñoz
M,Calle de Manuel Alexandre
M,Glorieta de Manuel Alexandre
M,Calle de Manuel Alonso
M,Calle Manuel Altolaguirre
M,Calle de Manuel Álvarez
M,Calle de Manuel Arranz
M,Calle de Manuel Azaña
M,Calle de Manuel Badía
M,Calle de Manuel Bartolomé Cossio
M,Plaza de Manuel Becerra
M,Calle de Manuel Benedito
M,Calle de Manuel Caldeiro
M,Calle de Manuel
M,Calle de Manuel Canales
M,Calle de Manuel Cano
M,Calle de Manuel Carmona
M,Calle de Manuel Cavero
M,Calle de Manuel Chaves Nogales
M,Calle de Manuel Comín
M,Calle de Manuel Cortina
M,Calle de Manuel de Bofarull
M,Calle de Manuel de Falla
M,Plaza de Manuel de la Quintana
M,Calle de Manuel del Valle
M,Plaza de Manuel Escobar
M,Calle de Manuel Fernández Caballero
M,Calle de Manuel Fernández y González
M,Calle de Manuel Ferrero
M,Avenida de Manuel Fraga Iribarne
M,Calle de Manuel Galindo
M,Calle de Manuel García
M,Calle de Manuel Garrido
M,Calle de Manuel Gascón
M,Plaza de Manuel Gómez-Moreno
M,Jardin de Manuel González Carmona
M,Jardines de Manuel González Carmona
M,Calle de Manuel González Longoria
M,Ronda de Manuel Granero
M,Calle de Manuel Gutiérrez Mellado
M,Calle de Manuel Laborda
M,Calle de Manuel Laguna
M,Calle de Manuel Lamela
M,Calle de Manuel Linares
M,Calle de Manuel Luna
M,Calle de Manuel Machado
M,Calle de Manuel Marañón
M,Calle de Manuel Marchamalo
M,Calle de Manuel María Arrillaga
M,Calle de Manuel María Iglesias
M,Calle de Manuel Maroto
M,Plaza de Manuel Mateo
M,Calle de Manuel Montero Vallejo
M,Calle de Manuel Montilla
M,Calle de Manuel Muiño Arroyo
M,Calle de Manuel Muñoz
M,Calle de Manuel Nieto
M,Calle de Manuel Nogueiro
M,Calle de Manuel Noya
M,Calle de Manuel Pavia
M,Calle de Manuel Pombo Angulo
M,Plaza de Manuel Rodrigo
M,Calle de Manuel Silvela
M,Calle de Manuel Tovar
M,Calle de Manuel Uribe
M,Calle de Manuel Vázquez Montalbán
M,Calle de Manuel Vélez
M,Calle de Manuel Villarta
M,Calle de Manuela Malasaña
M,Calle de Manuela Mínguez
M,Calle de Manuela Torregrosa
M,Calle de la Manzana
M,Calle del Manzanar
M,Avenida del Manzanares
M,Calle del Manzanares
M,Calle de la Manzanilla
M,Calle del Maño
M,Calle de Maqueda
M,Calle de Maquileros
M,Calle de la Maquinaria
M,Calle de la Maquinilla
M,Calle de Mar Adriático
M,Calle del Mar Amarillo
M,Calle del Mar Báltico
M,Calle del Mar Cantábrico
M,Glorieta del Mar Caribe
M,Calle del Mar Caspio
M,Calle del Mar de Aral
M,Calle del Mar de Bering
M,Calle del Mar de Coral
M,Glorieta del Mar de Cristal
M,Calle del Mar de Kara
M,Calle del Mar de la Sonda
M,Calle del Mar de las Antillas
M,Calle del Mar de Omán
M,Calle del Mar del Japón
M,Plaza de Mar del Plata
M,Calle del Mar Mediterráneo
M,Calle del Mar Menor
M,Calle del Mar Negro
M,Plaza del Mar
M,Calle de Maracena
M,Calle de Maragatería
M,Calle de la Marañosa
M,Calle de la Marathón
M,Calle del Maravedí
M,Calle de Maravilla
M,Calle de Marbella
M,Calle de Marceliano Santa María
M,Calle de Marcelina
M,Calle de Marcelino Álvarez
M,Paseo de Marcelino Camacho
M,Calle de Marcelino Castillo
M,Calle de Marcelino Roa Vázquez
M,Calle de Marcelo Muñoz Díaz
M,Calle de Marcelo Usera
M,Calle de Marcenado
M,Calle de Marchamalo
M,Avenida de Marconi
M,Calle de Marconi Norte
M,Calle de Marcos de Orueta
M,Calle de Marcudos
M,Pasaje de Marcudos
M,Calle de las Mareas
M,Plaza de Margaret Thatcher
M,Calle de Margarita de Parma
M,Calle de Margarita Nelken
M,Calle de Margarita Xirgú
M,Calle de las Margaritas
M,Jardin de Mari Luz Nájera
M,Jardines de Mari Luz Nájera
M,Plazuela de Mari Luz
M,Calle de Mari Pepa Colomer
M,Calle de María Alonso
M,Calle de María Antonia
M,Calle de María Auxiliadora
M,Calle de María Barrientos
M,Calle de María Blanchard
M,Calle de María Blanco
M,Calle de María Bosch
M,Calle de María Callas
M,Calle María Casares
M,Calle María de Echarri
M,Calle de María de Guzmán
M,Calle de María de las Mercedes de Borbón
M,Calle de María de Maeztu
M,Calle de María de Molina
M,Calle de María de Portugal
M,Calle de María del Carmen
M,Calle de María Domingo
M,Paseo de María Droc
M,Calle de María Encinas
M,Calle de María Francisca
M,Calle de María Goyri
M,Calle de María Guerrero
M,Plaza de María Guerrero
M,Calle de María Guilhou
M,Calle de María Ignacia
M,Calle de María Isabel
M,Calle de María Isabel Navarro
M,Calle de María Isidra
M,Travesia de María Isidra
M,Calle de María Jenara
M,Calle de María Jesús
M,Calle de María Josefa
M,Calle de María Juana
M,Travesia de María Juana
M,Calle de María Lejarraga
M,Calle de María Lombillo
M,Calle de María Luisa
M,Calle de María Malibrán
M,Calle de María Martínez
M,Calle de María Martínez Oviol
M,Calle de María Moliner
M,Calle de María Montessori
M,Calle de María Nistal
M,Calle de María Odiaga
M,Calle de María Orue
M,Calle de María Panes
M,Calle de María Paz Unciti
M,Calle de María Pedraza
M,Calle de María Pérez Medel
M,Glorieta de María Pignatelli
M,Calle de María Pita
M,Calle de María Reiche
M,Glorieta de María Reina
M,Calle de María Sevilla Diago
M,Calle de María Tarín
M,Calle de María Teresa Acosta
M,Calle de María Teresa
M,Calle de María Teresa León
M,Paseo de María Teresa
M,Calle de María Teresa Robledo
M,Calle de María Teresa Sáenz de Heredia
M,Calle de María Tubau
M,Calle de María Tudor
M,Calle de María Zambrano
M,Travesia de María Zambrano
M,Calle de María Zayas
M,Travesia de María Zayas
M,Calle de María Zurita
M,Plaza de Mariana Pineda
M,Calle de Marianela
M,Calle de Marianistas
M,Calle de Mariano Agüi
M,Calle de Mariano Benlliure
M,Calle de Mariano Carderera
M,Plaza de Mariano de Cavia
M,Calle de Mariano Díaz Alonso
M,Calle de Mariano Fernández
M,Paseo de Mariano Lagasca
M,Plaza de Mariano Lanuza
M,Calle de Mariano Matesanz
M,Glorieta de Mariano Salvador Maella
M,Calle de Mariano Serrano
M,Calle de Mariano Usera
M,Calle de Mariano Vela
M,Calle de Mariblanca
M,Calle de Maricara
M,Calle de Marie Curie
M,Plaza de la Marina Española
M,Calle de Marina Lavandeira
M,Calle de Marina Usera
M,Calle de Marina Vega
M,Travesia de Marina Vega
M,Calle de los Marineros
M,Calle de Mario Cabré
M,"Calle de Mario Moreno ""Cantinflas"""
M,Calle de Mario Recuero
M,Calle de Mario Roso de Luna
M,Calle del Mariscal Gutiérrez de Otero
M,Calle del Mármol
M,Plaza del Mármol
M,Calle de Marmolina
M,Calle de los Marmolistas
M,Calle de Marojal
M,Camino de Maroto
M,Calle del Marqués de Ahumada
M,Calle del Marqués de Altamira
M,Calle del Marqués de Berna
M,Plaza del Marqués de Camarines
M,Calle del Marqués de Casa Jiménez
M,Calle del Marqués de Casa Riera
M,Calle del Marqués de Casa Tilly
M,Plaza del Marqués de Cerralbo
M,Plaza del Marqués de Comillas
M,Avenida del Marqués de Corbera
M,Calle del Marqués de Cortina
M,Calle del Marqués de Cubas
